Record_ID,Name,Age,Salary,Date_Joined,Department,Performance_Score,Status,Outlier_Flag,Validation_Flag,Comments
9560,Troy Webster,27.0,108912.79,2022-06-30,Finance,,Inactive,Normal,,Great performer
2516,Katherine Peterson,58.0,,2024-04-21,IT,2.67,On Leave,Normal,,
7154,Jessica Hopkins,,,2016-11-05,Sales,4.19,On Leave,,Invalid,Struggles with deadlines
3860,Rebecca Castillo,,,2021-07-29,Marketing,,Inactive,,Valid,Exceeds expectations
9884,Karla Estes,48.0,62053.66,2016-09-25,Sales,,Inactive,Normal,Invalid,Exceeds expectations
7803,Ian Miller,47.0,133476.81,2017-10-29,Sales,,On Leave,Normal,,Struggles with deadlines
5427,Jose Acevedo,23.0,45410.74,2024-03-26,Sales,,On Leave,Normal,Invalid,
9508,Karen Miller,,,2021-07-13,Sales,1.67,Active,,Valid,Great performer
8687,Christopher Fleming,45.0,,2023-02-11,Finance,,Inactive,Normal,Invalid,Great performer
7133,Justin Wade,59.0,,2018-12-11,HR,,Active,Normal,,Exceeds expectations
9315,Blake Quinn,,89167.58,2023-05-30,HR,,Inactive,,Valid,Needs improvement in time management
9031,Danny Martinez,39.0,71094.51,2017-09-20,Finance,3.06,Active,Normal,,Struggles with deadlines
6583,Savannah Kaufman,,140246.78,2024-04-13,IT,4.4,Active,,Valid,Exceeds expectations
1161,Brandon Pennington,,106490.26,2022-03-25,Sales,2.27,Inactive,Normal,Valid,Struggles with deadlines
6559,Brian Rodriguez,49.0,105949.75,2023-01-28,Finance,,Active,Normal,,
7350,Justin Johnson,68.0,118937.68,2016-10-19,Marketing,,Active,Outlier,,Needs improvement in time management
7304,Jamie Bryant,,,2022-05-01,HR,,Inactive,,,Great performer
519,Dr. Jeff Henderson,,,2016-02-18,Finance,4.53,On Leave,,Valid,Needs improvement in time management
5119,Amanda Sims,,,25-11-2021 07:03:15,HR,3.91,Inactive,,Invalid,
2997,Brian Davis,51.0,130394.55,2017-05-05,IT,,Inactive,Normal,Valid,
9052,Christopher Brown,,5000.0,2022-03-25,Sales,1.33,Active,,,Needs improvement in time management
9653,Michael Woods,45.0,81460.9,2019-12-03,IT,,On Leave,Normal,Valid,Struggles with deadlines
5273,Theodore Torres,,,2022-06-15,HR,4.32,On Leave,,Valid,Exceeds expectations
4282,James Wall,,,2016-06-08,Sales,2.08,On Leave,,Invalid,Great performer
6023,Dillon Robertson,66.0,75723.93,2022-08-24,HR,2.32,Active,Outlier,,Struggles with deadlines
7489,Amy Martin,56.0,124299.33,2016-01-23,HR,3.4,Inactive,Normal,Invalid,Needs improvement in time management
1499,Jacqueline Fisher,32.0,,2017-12-22,Marketing,,Inactive,Normal,,Struggles with deadlines
9001,David Johnson,44.0,,2020-05-15,Marketing,,Inactive,Normal,Valid,
8701,Terri Sherman,,,10-03-2023 23:52:16,HR,3.17,Inactive,Normal,,Struggles with deadlines
3001,Samantha Perez,,,2019-05-31,IT,1.88,On Leave,Normal,,Great performer
6759,Daniel Walker,57.0,127199.83,2015-02-18,Finance,,On Leave,Normal,Valid,Great performer
6744,Michael Ramos,32.0,,2017-07-03,Sales,2.9,Active,Normal,Invalid,Struggles with deadlines
5665,Mary Bennett,,,2015-06-19,Marketing,,On Leave,,Invalid,Exceeds expectations
8112,Beth Miles,,,2016-10-16,Finance,,On Leave,,Valid,
484,David Fry,26.0,,11-10-2024 16:24:22,HR,4.15,Inactive,Normal,Valid,
2615,Mary Richards,,,2023-06-22,HR,,On Leave,,,Great performer
6146,Elizabeth Holmes,,,2017-01-12,Finance,,On Leave,,Valid,Needs improvement in time management
5728,Devin Hays,41.0,,2015-08-24,Sales,,On Leave,Normal,,
5748,Cynthia Schmidt,,96688.13,2017-01-11,Sales,,Inactive,,Invalid,
1122,Kimberly Thomas,67.0,,2019-07-31,IT,1.35,Inactive,Outlier,Valid,Struggles with deadlines
4626,Joshua Meadows,59.0,,2020-12-13,IT,,Inactive,Normal,Invalid,Exceeds expectations
7162,Karen Levine MD,,200000.0,2022-05-18,HR,,On Leave,,Valid,Exceeds expectations
5260,Christopher Fields,,137472.77,2020-07-08,Marketing,3.68,Inactive,,Invalid,Great performer
8389,Brooke Rose,,33687.45,2020-03-20,HR,,Inactive,Outlier,,Exceeds expectations
5854,Denise Turner,61.0,91074.68,2024-11-12,IT,2.97,Active,Normal,,Struggles with deadlines
8093,Brandon Rivera,,,2021-10-01,Finance,,Inactive,,,Exceeds expectations
8577,Jennifer Richardson,,,2018-10-28,Finance,4.1,Inactive,,,Struggles with deadlines
9229,Joshua Shaffer,,200000.0,2024-04-12,Marketing,1.15,Active,,Valid,
8910,Juan Trevino,,128301.76,2017-01-24,Finance,,Inactive,,Valid,Needs improvement in time management
1808,Gabriella Moyer DVM,59.0,43899.3,2019-06-15,IT,4.53,Active,Normal,,
6524,Paul Little,,,2015-01-23,HR,1.51,Inactive,,Valid,Great performer
7662,Lori Wagner,,41362.27,2017-01-02,HR,,Active,,Invalid,
108,Cynthia Melendez,55.0,,2018-06-24,IT,3.41,Inactive,Normal,Valid,Exceeds expectations
674,Timothy Roberts,,145758.25,2018-06-22,Finance,3.24,Inactive,,Valid,
1748,Mrs. Alexis Contreras,,96167.49,2020-11-07,IT,3.11,Active,Outlier,Valid,Needs improvement in time management
8424,Crystal Taylor,,75202.31,2018-05-27,HR,,Active,,,
501,Pamela Davidson,30.0,128373.37,2018-02-23,IT,4.23,On Leave,Normal,Invalid,Exceeds expectations
8250,Shelly Brown,29.0,,2023-02-10,IT,,Active,Normal,,Struggles with deadlines
1904,Denise Martinez,20.0,32515.93,2017-12-09,Finance,,On Leave,Normal,,Exceeds expectations
796,John Garza,,,2016-05-17,Finance,2.74,On Leave,,Invalid,Great performer
3111,Casey Cervantes,,,2018-04-02,Marketing,4.68,Active,,Valid,Exceeds expectations
6370,Thomas Acosta,55.0,35158.71,2017-12-01,Finance,1.46,On Leave,Normal,Invalid,
5604,Sarah French,,,2019-03-26,HR,4.71,Inactive,,,Great performer
884,Kim Aguilar,,81205.56,2016-10-07,Finance,1.12,On Leave,,Valid,Great performer
7597,Xavier French,34.0,126647.11,2022-11-07,Sales,,Inactive,Normal,,Struggles with deadlines
3296,Bryan Martinez,60.0,,2020-01-15,Marketing,,On Leave,Normal,Invalid,Struggles with deadlines
8960,John Dunn,,,2018-09-14,Finance,,Active,,Valid,Exceeds expectations
4005,Casey Oneal,26.0,,2020-10-30,Finance,4.81,Active,Normal,Valid,Needs improvement in time management
762,Danny Lucas,62.0,,2021-02-22,Marketing,1.36,Inactive,Normal,Valid,Struggles with deadlines
3016,Whitney Stevenson,35.0,,2021-03-22,Sales,,On Leave,Normal,Invalid,Great performer
3211,Christina Murphy,15.0,,2024-05-30,Finance,,On Leave,Normal,,Needs improvement in time management
3571,Erin Lambert,,,2020-09-03,Finance,,On Leave,,Valid,Struggles with deadlines
2485,Jesse Reid,59.0,,2019-04-06,HR,3.64,Inactive,Normal,Invalid,Needs improvement in time management
8418,David Roberts,,77797.7,2019-12-08,IT,,Active,,Invalid,Great performer
5943,Briana Smith,,,2016-06-11,Sales,3.47,Inactive,,Valid,
2679,Michele Sanchez,,,2023-03-29,Finance,1.82,Active,,Invalid,Great performer
3439,Adrian Owen,65.0,,12-11-2022 18:27:58,Sales,,On Leave,Normal,,Struggles with deadlines
1852,Carlos Summers,,,2015-04-14,Sales,,Inactive,Normal,,
3616,Christina Foster,,,2024-05-25,Finance,2.15,Active,,,Needs improvement in time management
534,Jeffrey Woods,63.0,,2018-10-24,Marketing,2.19,Active,Normal,Valid,Needs improvement in time management
5139,James Doyle,,,2023-03-13,Sales,4.89,Active,,Valid,Exceeds expectations
1454,Pamela Lowery,54.0,43463.58,2016-01-24,Sales,2.38,Active,Normal,Valid,Needs improvement in time management
1414,Tina Hernandez,,,2018-04-11,Sales,3.82,Inactive,,,Exceeds expectations
7309,Laura Wiley,,,14-05-2022 16:43:08,Finance,,On Leave,,Invalid,Exceeds expectations
5668,Sandra Stewart,,54325.05,2021-03-15,HR,4.86,Inactive,,Valid,Exceeds expectations
3913,Shannon Beard,39.0,34142.58,2018-09-02,HR,,Active,Normal,,Struggles with deadlines
5980,David Foley,,,2016-09-02,Sales,4.01,Inactive,,Valid,Great performer
1083,Jennifer Ward,,93695.79,2015-12-17,Marketing,4.28,Active,Normal,Valid,Great performer
6809,Patrick Johnson,,,2018-03-26,Sales,,Active,,,Struggles with deadlines
6516,Antonio Bennett,61.0,77757.79,2018-08-02,IT,,Inactive,Normal,Valid,Needs improvement in time management
1719,Mr. Tony Hernandez,57.0,149118.95,2021-07-29,Finance,,On Leave,Normal,,Great performer
1966,Michael Little,57.0,71204.79,2021-05-07,IT,2.19,Active,Normal,,Exceeds expectations
9515,Dr. Eric Kidd,35.0,,2019-02-17,Marketing,,Active,Normal,,
2649,Angela Watkins,,67912.96,2018-02-19,Marketing,2.5,Inactive,,,Great performer
7586,Holly Benitez,35.0,,2024-11-05,Marketing,1.9,On Leave,Normal,Invalid,Great performer
4881,Ashley Edwards,47.0,,2017-04-22,Finance,,Active,Normal,Valid,
305,David Castillo,,,2020-04-12,Sales,,On Leave,,,
5136,Caroline White,,33890.17,2022-06-27,Marketing,,On Leave,,Invalid,Needs improvement in time management
3027,Hector Preston,,109283.91,2018-10-15,Marketing,,Inactive,,Valid,Struggles with deadlines
5350,Monica Smith,,61335.05,2015-05-21,IT,,Active,,,
1650,Roberto Cook,18.0,113619.67,2020-11-26,Marketing,,Active,Outlier,Valid,Exceeds expectations
4925,Daniel Estrada,,,2018-07-21,Marketing,3.51,Inactive,,Invalid,Struggles with deadlines
4246,Michelle Ferguson,,95784.24,2021-12-09,HR,3.8,Inactive,Normal,Invalid,Struggles with deadlines
8144,Shane Bishop,31.0,120842.37,2015-07-02,Sales,2.4,On Leave,Normal,,Exceeds expectations
5507,Richard Swanson,,49247.41,2020-02-10,HR,4.0,On Leave,,Invalid,Great performer
6121,Emily Wyatt,66.0,108520.44,2021-02-02,Sales,,Inactive,Outlier,Invalid,
4036,Jordan Jones,66.0,144958.37,2019-12-22,HR,,On Leave,Outlier,,Struggles with deadlines
6812,Taylor Arnold,,,2023-02-17,HR,,On Leave,,,Needs improvement in time management
4050,David Gonzalez,,,2021-01-26,Sales,,Inactive,,,Exceeds expectations
9285,Hannah Johnson,42.0,54673.81,2017-10-12,IT,,On Leave,Normal,,Needs improvement in time management
2389,Kristi Garcia,,,2023-10-08,IT,,Active,,Valid,Great performer
1769,Joyce Ewing,54.0,,2024-04-30,HR,,Active,Normal,Invalid,Struggles with deadlines
6217,Tiffany Ruiz,80.0,,2017-11-21,Sales,1.93,On Leave,Normal,Valid,Struggles with deadlines
6400,Tiffany Smith,64.0,93674.49,2023-05-13,Sales,,On Leave,Normal,Invalid,Needs improvement in time management
4487,Megan Le,66.0,,2023-06-20,HR,,Inactive,Outlier,,Struggles with deadlines
6333,Jacob Wright,54.0,,2020-07-28,IT,2.24,Active,Normal,Valid,Needs improvement in time management
488,Michael Ortiz,,,2016-10-28,Marketing,4.85,Active,,,Great performer
1689,Debra Strickland,32.0,98641.19,2017-12-09,Sales,2.03,On Leave,Normal,Invalid,Needs improvement in time management
3301,Mark Hall,,72867.26,2023-03-30,IT,1.58,Inactive,,Valid,Exceeds expectations
9836,Jessica Ross,,,2024-01-09,IT,,Active,,Valid,Needs improvement in time management
9676,Lisa Stafford,,,2019-07-07,Finance,1.52,On Leave,Normal,,
7758,Joel Knight,51.0,103359.62,2021-02-25,IT,4.76,On Leave,Normal,Invalid,Exceeds expectations
4342,Christine Keith,,,2017-07-29,IT,4.18,On Leave,,Valid,Needs improvement in time management
3870,Cory Whitehead,66.0,56779.11,05-11-2024 20:36:10,IT,2.05,Active,Outlier,Valid,Needs improvement in time management
7214,Rachel Robinson,46.0,60054.59,2024-01-13,HR,3.71,Inactive,Normal,Invalid,Struggles with deadlines
1480,Philip Lopez,,,2023-08-31,Sales,,Active,,Valid,Great performer
9523,David Johnson,40.0,,2020-06-28,Finance,,Active,Normal,Invalid,Exceeds expectations
7523,David Roberts,22.0,,2015-04-20,IT,4.35,Active,Normal,Invalid,Needs improvement in time management
3615,Timothy Blackburn,19.0,,2021-10-15,Finance,,Inactive,Outlier,Invalid,
734,Matthew Perez,27.0,,2019-05-20,Finance,,On Leave,Normal,Valid,Exceeds expectations
9583,Jessica Davila,,110401.98,2016-12-16,Marketing,1.76,On Leave,Normal,Valid,Needs improvement in time management
4327,Keith Evans,49.0,61175.84,2015-10-15,Finance,,Inactive,Normal,Valid,Struggles with deadlines
3356,Breanna Mccormick,41.0,,2020-11-10,Marketing,,Inactive,Normal,Valid,Needs improvement in time management
2292,David Sanchez,24.0,,2016-01-21,Finance,,Inactive,Normal,,Great performer
2738,Ashley Kennedy,43.0,,2017-04-28,Finance,,Active,Normal,Valid,Exceeds expectations
1704,Mrs. Lisa Ramsey DDS,52.0,,2024-05-14,HR,1.02,On Leave,Normal,Invalid,Great performer
3621,Thomas Howell,,,2017-06-13,Finance,,Inactive,,Valid,Great performer
2021,Jason King,,,2022-08-07,Sales,4.63,Inactive,,Invalid,
9572,Adrian Washington,52.0,,2018-04-28,Finance,1.09,On Leave,Normal,Valid,Great performer
5767,Jared Stevenson,,144724.51,2020-09-22,Finance,4.41,Inactive,,Valid,Struggles with deadlines
5647,Elizabeth Cantrell,70.0,,2019-12-29,Marketing,2.77,On Leave,Outlier,Valid,Exceeds expectations
1057,Daniel Valenzuela,,,2023-08-19,HR,3.4,On Leave,Normal,Valid,Struggles with deadlines
2019,Emily Acosta,,51401.13,2022-07-22,IT,1.34,On Leave,,Invalid,Struggles with deadlines
7107,Julia Parker,,,2019-05-31,Sales,4.38,On Leave,,Valid,Exceeds expectations
4166,Adam Ferguson,63.0,135829.01,2018-01-27,Finance,1.75,Active,Normal,Valid,
5708,Wanda Wilson,,,2023-06-25,HR,,On Leave,,Invalid,Exceeds expectations
6366,Amanda Williams,18.0,,2022-06-14,IT,,Inactive,Outlier,Invalid,Great performer
1759,Jesus Smith,49.0,,2021-08-04,Finance,,On Leave,Normal,Valid,
6106,Andrea Wyatt,,,2020-12-26,HR,,Inactive,,Invalid,
3861,Alyssa Castro,21.0,111986.72,2017-07-24,IT,4.89,Inactive,Normal,,Great performer
322,Nancy Castaneda,,111716.78,2023-08-12,Sales,,Inactive,,,Great performer
1062,Joseph Robertson,,104535.33,2016-08-04,HR,,Active,,Valid,Exceeds expectations
5029,Jessica Jenkins,,,2019-06-10,IT,,On Leave,,Invalid,
7725,Christina Hernandez,47.0,,2019-08-23,HR,2.1,On Leave,Normal,Invalid,Needs improvement in time management
7592,Kimberly Perez,,,16-12-2022 00:57:17,Finance,4.52,Active,,Valid,Struggles with deadlines
8573,Mrs. Amy Serrano,,,2015-12-25,IT,1.63,Active,,Valid,
915,Alyssa Jarvis,,,2016-02-28,Marketing,3.14,On Leave,,Invalid,
7163,Heather Dean,,,2018-06-25,IT,1.49,On Leave,,Valid,Great performer
7808,Karen Payne,38.0,,2016-12-23,HR,1.28,Active,Normal,,
4631,Roger Beasley,,,2020-11-20,IT,1.96,Inactive,,,Struggles with deadlines
9485,Cody Murphy,32.0,,2016-05-24,Marketing,3.25,Inactive,Normal,,Exceeds expectations
7827,Kara Williams,80.0,,2020-10-20,Sales,,Inactive,Outlier,Valid,Needs improvement in time management
2992,Carolyn Carlson,,,2016-05-07,Finance,4.12,Active,,Invalid,Needs improvement in time management
81,Victoria Garcia,,,2023-12-04,IT,2.47,Active,,,Exceeds expectations
3834,Jennifer Marshall,22.0,,2024-05-09,HR,,Active,Normal,Invalid,Needs improvement in time management
7394,Justin Wright,,52151.72,2021-06-09,Sales,,Active,,Invalid,Needs improvement in time management
4958,Emily Baker,58.0,,2021-01-17,IT,4.82,On Leave,Normal,Valid,Needs improvement in time management
3291,James Brown,62.0,,2017-04-27,Marketing,,Inactive,Normal,Invalid,Struggles with deadlines
6379,Jennifer Dickson,80.0,,2021-03-15,Finance,,Inactive,Normal,,Needs improvement in time management
8364,Chase Shaw,,106138.52,2017-08-29,IT,3.37,On Leave,,Invalid,Exceeds expectations
336,Jamie Cole,37.0,,2021-11-11,Finance,,On Leave,Normal,Valid,Exceeds expectations
132,Amanda Johnson,,116521.2,2021-08-11,IT,,Active,,,
7518,Brian Cohen,,61047.68,2017-02-26,Sales,4.49,Active,,,Struggles with deadlines
1489,Larry Livingston,,,2015-10-17,Sales,3.9,Active,,,
1181,Debra Adams,,,2019-04-08,Sales,,Active,,Valid,Struggles with deadlines
6832,Matthew Reid,35.0,87949.73,2020-03-14,Sales,,Inactive,Normal,Invalid,Exceeds expectations
867,Karen Watts,19.0,,2020-06-16,IT,4.8,Inactive,Outlier,,Great performer
7310,Angela Moore,,68888.25,11-11-2020 00:42:34,IT,4.09,Active,,,Struggles with deadlines
368,Amber Hill,,97685.11,2024-02-19,Sales,,Active,,Invalid,
6228,Tracey Coffey,,,2019-07-10,Finance,4.09,On Leave,,Valid,Needs improvement in time management
6663,Leslie Benson,61.0,,2024-05-18,Marketing,,Active,Normal,,Needs improvement in time management
5577,Victoria Gordon,28.0,110760.85,2022-04-08,Finance,,Active,Normal,Invalid,Needs improvement in time management
3711,Michaela Ramirez,61.0,,2016-07-06,HR,1.71,On Leave,Normal,Valid,Struggles with deadlines
2803,Justin Heath,63.0,38086.38,2019-03-11,HR,,Inactive,Normal,Valid,Needs improvement in time management
9932,Raymond Gomez,,,14-12-2022 06:44:32,Marketing,3.64,On Leave,,,Great performer
331,James Stevens,,,2015-06-19,Finance,4.41,Inactive,,,
9512,Brett Miller,80.0,,2017-01-04,HR,,Active,,,Struggles with deadlines
8836,William Klein,23.0,,2019-07-14,IT,1.58,On Leave,Normal,Valid,Needs improvement in time management
3078,Joyce Manning,,67108.98,2019-05-04,IT,,Active,,Valid,Great performer
1741,Craig Frazier,64.0,62519.94,2021-05-05,Marketing,,Inactive,Normal,Valid,
8329,Kathy Chan,43.0,,15-07-2021 06:43:56,HR,3.02,On Leave,Normal,Invalid,Exceeds expectations
4217,Philip Dixon,,,2020-02-09,Marketing,3.66,On Leave,,Valid,Exceeds expectations
8480,Pamela Dudley,,77896.16,2018-08-20,Marketing,,On Leave,,,Great performer
2587,Jennifer Garza,,53897.51,2017-10-09,HR,4.76,On Leave,,Invalid,Struggles with deadlines
7848,Andrew Gomez,69.0,,2022-01-24,HR,,On Leave,Outlier,Invalid,Needs improvement in time management
2169,Michael Hughes,,,2020-10-23,Finance,2.88,Active,,Invalid,
3035,Cheryl Rose,,,19-08-2022 07:39:51,Marketing,,Active,,Invalid,Exceeds expectations
8863,Joel Hall,,107040.46,2020-06-22,Finance,1.84,Inactive,Normal,Invalid,Great performer
8627,Nicholas Cline,,,2021-10-04,Marketing,2.61,On Leave,,Valid,Struggles with deadlines
1531,Gina Morris,,91073.82,2019-11-03,HR,1.69,On Leave,,Invalid,Needs improvement in time management
260,Jeremy Gray,42.0,,2018-05-15,HR,,Active,Normal,Valid,Struggles with deadlines
5956,Jennifer Hughes DVM,64.0,60875.28,2020-09-20,Sales,3.71,Active,Normal,Valid,Exceeds expectations
9612,Kimberly Riley MD,,,2021-09-26,Marketing,1.87,Inactive,,Invalid,Needs improvement in time management
458,Timothy Holland,15.0,,2021-11-19,Marketing,2.55,On Leave,,,
3347,Richard Walters,,,2016-02-06,Sales,,Active,Normal,,Needs improvement in time management
2151,Alicia Smith,15.0,109356.9,2023-09-27,Finance,,Active,Normal,Valid,Needs improvement in time management
4668,David Jones,56.0,,2016-05-03,Finance,3.57,On Leave,Normal,Valid,
9120,Maria Smith,,91205.06,2022-12-11,Sales,,On Leave,Normal,,Needs improvement in time management
6724,Shelia Griffin,,142775.18,2021-01-13,HR,4.04,Active,,,
5021,Tanya Kline,,,2020-01-27,HR,4.92,On Leave,,Valid,Struggles with deadlines
6886,Thomas Mckinney,,126922.85,2022-12-02,HR,3.02,Inactive,Normal,,Struggles with deadlines
9032,Heather Frey,,,2016-04-24,Finance,,Inactive,,Invalid,Great performer
32,Adriana Price,,48065.24,2015-02-16,IT,,Inactive,,Valid,Struggles with deadlines
8362,Elizabeth Mclaughlin,70.0,,2018-08-09,Finance,,On Leave,Outlier,Valid,Exceeds expectations
6450,Glenn Jones,,112282.53,2023-09-03,IT,1.92,On Leave,,Valid,
2814,Shannon Tate,33.0,100016.0,2016-08-06,Marketing,3.33,On Leave,Normal,,Struggles with deadlines
8992,Tara Brown,70.0,,2015-07-01,Sales,,Active,Outlier,Invalid,
775,Patricia Galloway,,41216.56,2018-03-02,Marketing,1.54,Inactive,,Invalid,Great performer
2341,Sandra Randall,,,2023-05-28,Finance,,Active,,,Needs improvement in time management
8315,Justin Erickson,47.0,75123.11,2015-10-01,Finance,3.97,On Leave,Normal,,Exceeds expectations
1834,Jason Neal,,,2024-06-09,Sales,3.8,On Leave,,,Great performer
5423,Nicholas Hill,,130805.71,2022-06-23,Finance,3.38,Active,Normal,,
7368,Zachary Hanson,39.0,76286.14,2023-08-08,Marketing,1.98,On Leave,Normal,Valid,Exceeds expectations
2944,Dean Williams,30.0,112110.07,2024-12-09,HR,,Active,Normal,Invalid,Exceeds expectations
5251,Alexander Williams,68.0,,2015-06-06,IT,,Active,Outlier,Invalid,
2200,Megan Villegas,,,2024-05-06,HR,,Inactive,,,
9712,Tammy Ramirez,,,2019-07-27,Finance,3.94,Inactive,,,Struggles with deadlines
3132,Larry Stafford,51.0,,2017-11-26,Sales,,Active,Normal,Invalid,Struggles with deadlines
3273,Tammy Barber,,43223.12,2016-05-22,Sales,,Inactive,,,Exceeds expectations
374,Sarah Mosley,37.0,90498.41,2024-08-17,Sales,2.18,On Leave,Normal,,Needs improvement in time management
3858,Charles Garcia,,,2020-04-20,HR,,Inactive,,,Struggles with deadlines
1924,Wendy Wong,,,2020-01-07,Sales,4.99,Inactive,Normal,Valid,Great performer
5196,Melissa Preston,15.0,,2022-09-22,IT,2.32,Active,Outlier,Invalid,
6742,Matthew Glover,,,2020-12-08,Marketing,,Active,,Valid,Exceeds expectations
9271,Joshua Moreno,,56669.67,2019-10-31,IT,1.91,Active,,Valid,Struggles with deadlines
2120,Robert Hernandez,,132558.87,2018-02-18,HR,,Active,,,
170,Timothy Stewart,41.0,,2015-01-25,IT,,Inactive,Normal,Valid,
2089,Robert Vazquez,,39482.46,2019-08-18,IT,2.64,Inactive,,,Struggles with deadlines
1617,Melissa Romero,,5000.0,2024-09-26,Finance,3.59,Inactive,,,Exceeds expectations
